Listing,Lat,Lon,Address,City,Type,List_Price,Sold_Price,Bedroom,Bathroom,Garage,Tax,Maintenance,Age,Size,Lot_Size,Days,List_Date
W4741038,43.5563936,-79.6028964,1471 Stavebank Rd,Mississauga,Vacant Land,1949850,1812500,Bedroom,0 Bathroom,Garage,0,,-,- feet²,124.25 x 218.73 feet,0,2020-04-06
W4673954,43.58811,-79.64813,Unit 3607 - 388 Prince Of Wales Dr,Mississauga,Condo Apt,599800,635000,2 Bedroom,2 Bathroom,2 Garage,3030,$573/month,6-10,800-899 feet²,,3,2020-01-22
C4702255,43.63978,-79.41358,Unit 810 - 46 Western Battery Rd,Toronto,Condo Townhouse,399900,515000,1 Bedroom,1 Bathroom,0 Garage,1869,$157/month,-,0-499 feet²,,7,2020-02-26
W4708943,43.6459,-79.73261,12 Rockford Run,Brampton,Detached,849900,875000,3+3 Bedroom,4 Bathroom,2 Garage,5061,,-,2250 feet²,29.53 x 123.80 feet,2,2020-03-03
W4739599,43.70207,-79.44513,951 Castlefield Ave,Toronto,Detached,859900,830000,2+1 Bedroom,2 Bathroom,1 Garage,3108,,-,900 feet²,35.5 x 120.00 feet,7,2020-04-08
N4702096,43.85957,-79.50789,152 Lindenshire Ave,Vaughan,Freehold Townhouse,745888,761000,3 Bedroom,4 Bathroom,1 Garage,2937,,-,1750 feet²,18.08 x 98.00 feet,4,2020-02-26
C4673583,43.6457214,-79.3762639,Unit 2008 - 1 The Esplanade Ave,Toronto,Condo Apt,899000,1000000,2 Bedroom,2 Bathroom,1 Garage,3630,$758/month,-,800-899 feet²,,1,2020-01-22
E4667720,43.84061,-79.08284,Unit 606 - 1890 Valley Farm Rd,Pickering,Condo Apt,730000,725000,2+1 Bedroom,2 Bathroom,2 Garage,4234,$768/month,-,1200-1399 feet²,,4,2020-01-14
C4671316,43.68529,-79.40979,Unit 205 - 6 Parkwood Ave,Toronto,Condo Apt,479860,488000,0 Bedroom,1 Bathroom,0 Garage,1748,$334/month,0-5,0-499 feet²,,20,2020-01-18
W4667284,43.68037,-79.78374,17 Windermere Crt,Brampton,Detached,659000,662000,3+1 Bedroom,2 Bathroom,0 Garage,3978,,-,1300 feet²,45.01 x 104.30 feet,10,2020-01-14
N4680232,43.78391,-79.59347,Unit 313 - 33 Wallace St,Vaughan,Condo Apt,578800,550000,1+1 Bedroom,1 Bathroom,1 Garage,1883,$482/month,-,700-799 feet²,,26,2020-01-29
E4645039,43.68642,-79.34457,172 Woodycrest Ave,Toronto,Semi-Detached,1129000,1120000,3+1 Bedroom,2 Bathroom,2 Garage,4098,,-,1300 feet²,18.58 x 100.00 feet,12,2019-11-29
C4638782,43.7929582,-79.3525302,Unit 1607 - 1555 Finch Ave E,North York,Condo Apt,549700,591000,2 Bedroom,3 Bathroom,2 Garage,2555,$1236/month,31-50,1600-1799 feet²,,28,2019-11-20
E4683163,43.66839,-79.31776,70A Coxwell Ave,Toronto,Condo Townhouse,599000,649000,2 Bedroom,2 Bathroom,0 Garage,2417,$443/month,-,800-899 feet²,,7,2020-02-04
E4752869,43.79333,-79.32617,Unit 1001 - 2550 Pharmacy Ave,Scarborough,Condo Apt,299900,357000,1 Bedroom,1 Bathroom,1 Garage,975,$728/month,31-50,800-899 feet²,,8,2020-05-03
W4704270,43.7459,-79.7387,56 Professor's Lake Pkwy,Brampton,Detached,799888,795000,3+1 Bedroom,3 Bathroom,2 Garage,5976,,31-50,2000-2500 feet²,54.32 x 154.10 feet,3,2020-02-26
E4765250,43.67429,-79.33569,17 Boothroyd Ave,Toronto,Detached,1999999,1850000,4+1 Bedroom,3 Bathroom,3 Garage,6983,,-,3250 feet²,46.83 x 184.00 feet,7,2020-05-20
C4750795,43.6446237,-79.3639704,Unit 226 - 55 Merchants' Wharf,Toronto,Condo Apt,599000,612000,1 Bedroom,1 Bathroom,0 Garage,2326,$418/month,0-5,600-699 feet²,,20,2020-04-29
N4709519,43.90071,-79.4378,98 Squire Dr,Richmond Hill,Detached,969000,1190000,4 Bedroom,3 Bathroom,2 Garage,5903,,-,2750 feet²,44.39 x 109.65 feet,6,2020-03-04
C4764656,43.6412114,-79.3809781,Unit 5210 - 12 York St,Toronto,Condo Apt,889000,875000,2+1 Bedroom,2 Bathroom,1 Garage,3846,$671/month,0-5,700-799 feet²,,2,2020-05-19
N4676058,43.8554,-79.34494,Unit 17 - 2 Alpen Way,Markham,Condo Townhouse,679900,698500,3 Bedroom,3 Bathroom,2 Garage,3283,$388/month,-,1600-1799 feet²,,2,2020-01-25
E4674974,43.82917,-79.0124,49 Harland Cres,Ajax,Detached,779500,770000,4+1 Bedroom,4 Bathroom,1 Garage,4408,,-,2250 feet²,47.15 x 116.60 feet,25,2020-01-23
W4694862,43.71925,-79.54728,29 Norfield Cres,Etobicoke,Detached,849900,840000,4 Bedroom,3 Bathroom,1 Garage,3313,,-,1750 feet²,50 x 110.00 feet,12,2020-02-18
E4651194,43.81137,-79.226,Unit 904 - 100 Wingarden Crt,Scarborough,Condo Apt,330000,330000,2 Bedroom,2 Bathroom,1 Garage,750,$580/month,-,1000-1199 feet²,,27,2019-12-10
W4671917,43.65034,-79.74065,96 Woolridge Crt,Brampton,Detached,850000,830000,4+1 Bedroom,4 Bathroom,2 Garage,4750,,-,- feet²,40 x 112.20 feet,5,2020-01-15
C4691193,43.6451103,-79.3645226,Unit 1032 - 15 Merchants' Wharf,Toronto,Condo Apt,1298000,1212000,2+1 Bedroom,2 Bathroom,1 Garage,4639,$780/month,0-5,900-999 feet²,,24,2020-02-13
W4702599,43.53884,-79.67404,Unit 61 - 2020 South Millway,Mississauga,Condo Townhouse,649900,728632,3 Bedroom,4 Bathroom,1 Garage,3046,$372/month,-,1400-1599 feet²,,5,2020-02-26
C4733613,43.63883,-79.39884,Unit 317 - 85 Queens Wharf Rd,Toronto,Condo Apt,629000,600000,1+1 Bedroom,1 Bathroom,1 Garage,2407,$457/month,0-5,500-599 feet²,,15,2020-03-29
C4658299,43.8072,-79.35262,23 Hollyberry Tr,North York,Semi-Detached,715000,762300,3+1 Bedroom,2 Bathroom,1 Garage,3732,,-,1500-2000 feet²,25.3 x 127.24 feet,12,2019-12-30
N4725969,43.9072,-79.27165,48 Macadam Rd,Markham,Semi-Detached,899900,1000000,4+2 Bedroom,4 Bathroom,1 Garage,4700,,-,2250 feet²,24.61 x 98.43 feet,5,2020-03-18
E4690139,43.7376008,-79.2378704,Unit 702 - 330 Mccowan Rd,Scarborough,Condo Apt,459900,505000,2+1 Bedroom,2 Bathroom,1 Garage,1202,$699/month,-,900-999 feet²,,6,2020-02-12
W4655414,43.67239,-79.81926,39 Portrush Tr S,Brampton,Semi-Detached,698900,728500,3 Bedroom,3 Bathroom,1 Garage,3048,,6-15,1500-2000 feet²,22.47 x 100.07 feet,4,2019-12-18
C4718973,43.66689,-79.389,Unit 1803 - 65 St Mary St,Toronto,Condo Apt,926000,963000,1+1 Bedroom,1 Bathroom,1 Garage,3170,$447/month,0-5,600-699 feet²,,2,2020-03-12
W4715661,43.52412,-79.83032,860 Watson Terr,Milton,Detached,875000,905000,3 Bedroom,3 Bathroom,1 Garage,3703,,16-30,1500-2000 feet²,36.09 x 80.03 feet,19,2020-02-24
C4695691,43.68553,-79.39381,7 Balmoral Ave,Toronto,Semi-Detached,2449000,2601000,3 Bedroom,4 Bathroom,1 Garage,9826,,-,3000-3500 feet²,17.06 x 107.77 feet,4,2020-02-19
W4661961,43.69366,-79.45722,624 Harvie Ave,Toronto,Detached,869000,871000,2 Bedroom,2 Bathroom,1 Garage,3085,,-,900 feet²,37 x 129.00 feet,6,2020-01-07
C4649486,43.79001,-79.33983,34 Ernest Ave,North York,Detached,1498000,1438000,4+2 Bedroom,4 Bathroom,2 Garage,6665,,-,3000-3500 feet²,50 x 133.00 feet,14,2019-12-06
C4660461,43.6611,-79.38193,Unit 2104 - 21 Carlton St,Toronto,Condo Apt,499000,611000,1 Bedroom,1 Bathroom,0 Garage,2100,$383/month,-,500-599 feet²,,11,2020-01-05
W4749240,43.75694,-79.51089,46 Demaris Ave,North York,Semi-Detached,750000,700000,4+3 Bedroom,3 Bathroom,2 Garage,2400,,-,- feet²,30 x 120.00 feet,3,2020-04-27
W4724057,43.66148,-79.48161,577 Beresford Ave,Toronto,Semi-Detached,1198000,1180000,3+1 Bedroom,2 Bathroom,0 Garage,4522,,-,1750 feet²,16.86 x 139.09 feet,23,2020-03-17
C4679164,43.75077,-79.383,6 Sugar Mill Way,North York,Condo Townhouse,939000,940000,3 Bedroom,3 Bathroom,1 Garage,4305,$802/month,-,1400-1599 feet²,,14,2020-01-30
W4750333,43.71676,-79.72716,Unit 1611 - 26 Hanover Rd,Brampton,Condo Apt,499900,485000,3 Bedroom,2 Bathroom,2 Garage,2567,$868/month,31-50,1200-1399 feet²,,22,2020-04-29
C4638667,43.65936,-79.3824999,Unit 3210 - 386 Yonge St,Toronto,Condo Apt,1189999,1100000,2+1 Bedroom,2 Bathroom,1 Garage,4891,$738/month,0-5,900-999 feet²,,22,2019-11-20
W4704292,43.67726,-79.50683,Unit 1303 - 270 Scarlett Rd,Toronto,Condo Apt,552799,765000,3 Bedroom,2 Bathroom,1 Garage,1904,$805/month,31-50,1200-1399 feet²,,12,2020-02-27
E4725924,43.8633415,-79.0869547,2106 Blue Ridge Cres,Pickering,Detached,779900,770000,3+1 Bedroom,4 Bathroom,2 Garage,4947,,-,1750 feet²,27.43 x 172.25 feet,0,2020-03-18
W4652101,43.71563,-79.77092,68 Winterfold Dr,Brampton,Detached,774999,775000,3+2 Bedroom,3 Bathroom,1 Garage,3812,,-,1750 feet²,30 x 100.00 feet,13,2019-12-11
C4681850,43.71834,-79.37517,Unit Rl-1 - 21 Burkebrook Pl,North York,Condo Apt,2299000,2400000,2+1 Bedroom,2 Bathroom,2 Garage,9811,$1613/month,-,2250-2499 feet²,,4,2020-02-03
C4709835,43.67075,-79.41444,9 Rossmore Rd,Toronto,Detached,2598000,3000000,5 Bedroom,4 Bathroom,2 Garage,10015,,-,2750 feet²,29.5 x 140.00 feet,6,2020-03-04
E4689644,43.69865,-79.32129,354 Woodmount Ave,Toronto,Detached,799000,991000,2 Bedroom,1 Bathroom,1 Garage,3580,,51-99,900 feet²,33.33 x 105.00 feet,9,2020-02-11
W4748183,43.7028237,-79.4508294,Unit 310 - 1110 Briar Hill Ave,Toronto,Condo Townhouse,749900,740000,2 Bedroom,2 Bathroom,1 Garage,0,$319/month,0-5,1000-1199 feet²,,20,2020-04-24
W4700910,43.50232,-79.66417,1373 Chalfield Dr,Oakville,Detached,1599000,1545000,4+1 Bedroom,4 Bathroom,2 Garage,6505,,31-50,2000-2500 feet²,45.96 x 115.19 feet,63,2020-02-24
W4735011,43.62433,-79.49098,Unit 212 - 200 Manitoba St,Etobicoke,Condo Apt,539000,540000,1 Bedroom,2 Bathroom,1 Garage,1882,$498/month,16-30,700-799 feet²,,14,2020-04-01
E4640435,43.78492,-79.20826,94 Purpledusk Tr,Scarborough,Detached,799000,810000,4+1 Bedroom,3 Bathroom,2 Garage,2948,,-,2250 feet²,50 x 125.00 feet,39,2019-11-22
W4680485,43.73649,-79.71085,15 Greenwood Cres,Brampton,Semi-Detached,688000,710000,4+1 Bedroom,3 Bathroom,0 Garage,3500,,-,1100-1500 feet²,30.56 x 110.00 feet,7,2020-01-31
N4700815,43.8469098,-79.2535891,Unit 502 - 7400 Markham Rd,Markham,Condo Apt,599000,598000,2 Bedroom,2 Bathroom,1 Garage,2176,$173/month,-,1000-1199 feet²,,10,2020-02-24
C4685396,43.66755,-79.40386,Unit 803 - 9 Spadina Rd,Toronto,Condo Apt,928888,890000,2 Bedroom,2 Bathroom,1 Garage,2772,$693/month,-,800-899 feet²,,14,2020-02-06
E4686139,43.82374,-79.03485,Unit 308 - 189 Lake Driveway Way,Ajax,Condo Apt,399900,400000,2 Bedroom,2 Bathroom,1 Garage,2356,$497/month,-,800-899 feet²,,22,2020-02-05
N4594061,43.82406,-79.42237,5 Silver Aspen Dr,Markham,Detached,1399000,1381000,3 Bedroom,4 Bathroom,1 Garage,5779,,-,1750 feet²,45 x 120.00 feet,83,2019-10-01
W4739439,43.58993,-79.61879,323 Mississauga Valley Blvd,Mississauga,Detached,859000,800000,5 Bedroom,2 Bathroom,0 Garage,5242,,31-50,1750 feet²,43.11 x 119.30 feet,26,2020-04-08
C4686221,43.72909,-79.41628,395 St Germain Ave,Toronto,Detached,2258000,2248000,4 Bedroom,4 Bathroom,1 Garage,10269,,16-30,2250 feet²,25 x 150.00 feet,6,2020-02-06
C4711810,43.6551083,-79.3536711,Unit N910 - 120 Bayview Ave,Toronto,Condo Apt,549000,621300,1 Bedroom,1 Bathroom,0 Garage,1900,$383/month,0-5,500-599 feet²,,8,2020-03-05
E4710829,43.7164158,-79.281497,103 Mendelssohn St,Scarborough,Freehold Townhouse,699999,805000,3 Bedroom,3 Bathroom,1 Garage,0,,0-5,1500-2000 feet²,21 x 37.07 feet,7,2020-03-05
C4754010,43.67776,-79.42909,6 Greensides Ave,Toronto,Semi-Detached,1238000,1240000,3+1 Bedroom,3 Bathroom,0 Garage,4662,,-,1750 feet²,15.58 x 116.92 feet,3,2020-05-04
E4729292,43.80647,-79.16678,7 Granada Cres,Scarborough,Freehold Townhouse,649000,675000,3 Bedroom,3 Bathroom,1 Garage,2233,,-,1750 feet²,20 x 100.00 feet,3,2020-03-23
E4699321,43.92666,-79.07117,3585 Greenwood Rd,Pickering,Detached,1075000,1050000,4 Bedroom,3 Bathroom,2 Garage,7091,,-,2750 feet²,119.3 x 156.89 feet,26,2020-02-20
W4702410,43.6068975,-79.5908178,Unit 79 - 1168 Arena Rd,Mississauga,Condo Townhouse,659900,765900,3 Bedroom,3 Bathroom,1 Garage,3278,$99/month,-,1400-1599 feet²,,5,2020-02-26
W4749163,43.61318,-79.66118,Unit 2203 - 25 Trailwood Dr,Mississauga,Condo Apt,474000,460100,2 Bedroom,2 Bathroom,1 Garage,1808,$740/month,16-30,1000-1199 feet²,,15,2020-04-27
C4711581,43.77338,-79.413,Unit 908 - 8 Mckee Ave,North York,Condo Apt,599000,785000,2+1 Bedroom,2 Bathroom,2 Garage,2675,$676/month,-,1000-1199 feet²,,2,2020-03-05
C4744364,43.70876,-79.39375,Unit 3009 - 161 Roehampton Ave,Toronto,Condo Apt,879900,850000,2 Bedroom,2 Bathroom,0 Garage,0,$469/month,0-5,700-799 feet²,,28,2020-04-17
N4672965,43.86318,-79.33799,36 Radcliffe Rd,Markham,Detached,1837500,1820000,4+1 Bedroom,5 Bathroom,2 Garage,8202,,-,3000-3500 feet²,40.93 x 147.27 feet,38,2020-01-21
C4719950,43.6412,-79.41243,Unit 714 - 33 Canniff St,Toronto,Condo Townhouse,750000,815000,3 Bedroom,2 Bathroom,1 Garage,3165,$755/month,-,1000-1199 feet²,,6,2020-03-12
N4694545,43.86852,-79.52036,117 Blackthorn Dr,Vaughan,Detached,969900,960000,3+1 Bedroom,4 Bathroom,1 Garage,4300,,-,1750 feet²,29.53 x 98.57 feet,15,2020-02-18
W4718255,43.67349,-79.78861,72 Cortez Crt,Brampton,Detached,774900,770000,3+2 Bedroom,3 Bathroom,1 Garage,3708,,-,1300 feet²,58.01 x 109.91 feet,10,2020-03-10
N4702102,43.84729,-79.42573,217 Red Maple Rd,Richmond Hill,Semi-Detached,899000,1080000,3+1 Bedroom,4 Bathroom,1 Garage,4765,,6-15,1500-2000 feet²,34.84 x 87.99 feet,5,2020-02-26
N4646718,43.88087,-79.26232,19 Bullock Dr,Markham,Freehold Townhouse,880000,850000,4 Bedroom,4 Bathroom,2 Garage,3788,,6-15,2000-2500 feet²,18.7 x 90.49 feet,53,2019-12-03
C4699028,43.64887,-79.388,Unit 507 - 21 Nelson St,Toronto,Condo Apt,569900,575000,1 Bedroom,1 Bathroom,0 Garage,1995,$444/month,6-10,500-599 feet²,,1,2020-02-21
C4659969,43.76481,-79.4104,Unit 1910 - 18 Spring Garden Blvd,North York,Condo Apt,780000,780000,3 Bedroom,2 Bathroom,1 Garage,3132,$769/month,-,1000-1199 feet²,,11,2020-01-03
W4662207,43.66758,-79.50229,146 Eileen Ave,Toronto,Detached,600000,550000,2 Bedroom,1 Bathroom,0 Garage,2910,,-,900 feet²,25 x 109.00 feet,29,2020-01-05
W4713726,43.56732,-79.6439,819 Eaglemount Cres,Mississauga,Semi-Detached,725000,730000,3+3 Bedroom,2 Bathroom,0 Garage,4013,,31-50,1300 feet²,30 x 125.00 feet,1,2020-03-07
E4671849,43.67081,-79.30562,46 Herbert Ave,Toronto,Detached,2299999,2430000,4+1 Bedroom,5 Bathroom,1 Garage,8983,,0-5,2500-3000 feet²,25 x 123.00 feet,2,2020-01-20
N4657644,43.92604,-79.51264,43 Lavender Valley Rd,King,Detached,1998000,2050000,5+2 Bedroom,6 Bathroom,3 Garage,11978,,0-5,5000+ feet²,47.2 x 220.98 feet,4,2019-12-27
W4694018,43.75979,-79.5739,8 Muir Ave,North York,Detached,1199900,1177000,4+2 Bedroom,5 Bathroom,2 Garage,3975,,-,3250 feet²,50 x 139.33 feet,21,2020-02-17
W4700150,43.66115,-79.48345,596 Durie St,Toronto,Semi-Detached,1199000,1347500,3 Bedroom,3 Bathroom,1 Garage,5515,,-,1750 feet²,17.08 x 148.00 feet,5,2020-02-24
W4618173,43.72641,-79.57186,80 Hinton Rd,Etobicoke,Detached,750000,708000,4 Bedroom,2 Bathroom,1 Garage,3000,,-,1750 feet²,45.01 x 120.00 feet,55,2019-10-25
N4684784,43.84156,-79.39293,Unit 506 - 62 Suncrest Blvd,Markham,Condo Apt,679000,650000,2 Bedroom,2 Bathroom,1 Garage,2331,$758/month,-,1000-1199 feet²,,14,2020-02-05
C4699314,43.6403,-79.39082,Unit 1710 - 3 Navy Wharf Crt,Toronto,Condo Apt,599000,615000,1 Bedroom,1 Bathroom,0 Garage,1942,$376/month,11-15,500-599 feet²,,12,2020-02-21
N4753063,43.90082,-79.28556,67 Silkgrove Terr,Markham,Freehold Townhouse,900000,900000,3 Bedroom,3 Bathroom,1 Garage,4122,,6-15,1500-2000 feet²,26 x 94.00 feet,16,2020-05-02
C4680054,43.64405,-79.3894,Unit 4001 - 300 Front St W,Toronto,Condo Apt,1158000,1100000,2 Bedroom,2 Bathroom,1 Garage,4246,$550/month,0-5,900-999 feet²,,14,2020-01-31
C4765535,43.69437,-79.44177,586 Oakwood Ave,Toronto,Semi-Detached,849000,825000,3+1 Bedroom,2 Bathroom,1 Garage,3737,,-,1300 feet²,25 x 99.21 feet,11,2020-05-20
C4643859,43.64179,-79.40145,Unit 306 - 90 Niagara St,Toronto,Condo Apt,549000,525000,1 Bedroom,1 Bathroom,0 Garage,0,$315/month,New,0-499 feet²,,13,2019-11-28
W4679725,43.56912,-79.69866,2038 Montcrest Crt,Mississauga,Detached,2250000,2075000,5+1 Bedroom,6 Bathroom,3 Garage,11521,,-,3500-5000 feet²,80.35 x 148.16 feet,35,2020-01-30
C4683057,43.68041,-79.39853,Unit 314 - 40 Oaklands Ave,Toronto,Condo Apt,1599000,1690000,2+1 Bedroom,3 Bathroom,2 Garage,5217,$1974/month,-,1600-1799 feet²,,7,2020-02-04
N4647153,43.8641,-79.44945,40 Gray Cres,Richmond Hill,Detached,919900,888000,3 Bedroom,3 Bathroom,2 Garage,4674,,-,1750 feet²,30 x 120.00 feet,7,2019-12-03
W4703220,43.51788,-79.84665,682 Edwards Ave,Milton,Freehold Townhouse,589900,650000,3+1 Bedroom,2 Bathroom,1 Garage,2856,,-,1100-1500 feet²,23 x 80.38 feet,1,2020-02-26
E4765691,43.84874,-79.08658,2024 Bloomfield Crt,Pickering,Detached,1049900,985000,4+2 Bedroom,4 Bathroom,2 Garage,6139,,-,2250 feet²,25.16 x 141.00 feet,11,2020-05-20
W4697050,43.72988,-79.49039,45 Dorking Cres,North York,Detached,948800,1080000,3 Bedroom,2 Bathroom,2 Garage,3381,,-,1300 feet²,50.49 x 129.06 feet,7,2020-02-20
W4670775,43.6319362,-79.8695145,26 Duffel Cres,Halton Hills,Detached,895000,889000,4 Bedroom,3 Bathroom,1 Garage,0,,New,2000-2500 feet²,30 x 108.00 feet,15,2020-01-13
E4697630,43.66709,-79.32443,10 Hertle Ave,Toronto,Semi-Detached,799000,855000,1+2 Bedroom,2 Bathroom,0 Garage,3425,,-,900 feet²,17.83 x 100.00 feet,7,2020-02-20
C4665814,43.66871,-79.39547,Unit 1804 - 200 Bloor St W,Toronto,Condo Apt,1298000,1268000,2 Bedroom,2 Bathroom,1 Garage,5344,$1023/month,0-5,900-999 feet²,,45,2020-01-11
C4666279,43.6367,-79.40004,Unit 512 - 600 Fleet St,Toronto,Condo Apt,619900,615000,1+1 Bedroom,1 Bathroom,1 Garage,1990,$464/month,-,600-699 feet²,,0,2020-01-13
C4623108,43.70952,-79.39818,Unit 205 - 7 Broadway Ave,Toronto,Condo Apt,635000,607500,2 Bedroom,2 Bathroom,1 Garage,2021,$1009/month,-,1000-1199 feet²,,70,2019-11-01
W4655722,43.67222,-79.82206,138 Frenchpark Circ,Brampton,Freehold Townhouse,699900,744000,3+1 Bedroom,4 Bathroom,1 Garage,4444,,-,1750 feet²,28.87 x 107.00 feet,5,2019-12-19
C4737692,43.66462,-79.36057,137 Spruce St,Toronto,Semi-Detached,1099000,1000000,2+1 Bedroom,2 Bathroom,0 Garage,4619,,-,1300 feet²,12.21 x 68.92 feet,11,2020-04-06
C4656453,43.65334,-79.37933,Unit 2013 - 197 Yonge St,Toronto,Condo Apt,529900,515000,0 Bedroom,1 Bathroom,0 Garage,0,$258/month,New,0-499 feet²,,53,2019-12-20
C4692335,43.6569821,-79.3742774,Unit 1805 - 181 Dundas St E,Toronto,Condo Apt,768000,760000,2 Bedroom,1 Bathroom,1 Garage,2556,$494/month,0-5,600-699 feet²,,5,2020-02-14
W4659449,43.74009,-79.72922,5 Jeffrey St,Brampton,Detached,579900,590000,3 Bedroom,3 Bathroom,0 Garage,3200,,-,1300 feet²,30.36 x 81.17 feet,11,2020-01-03
W4672458,43.54853,-79.74673,3911 Swiftdale Dr,Mississauga,Detached,1175000,1160000,4 Bedroom,3 Bathroom,2 Garage,5715,,-,2500-3000 feet²,61.84 x 85.30 feet,8,2020-01-21
W4695588,43.72313,-79.45074,87 Highland Hill,North York,Detached,1359000,1600000,3+2 Bedroom,3 Bathroom,1 Garage,5446,,-,1750 feet²,50 x 120.00 feet,6,2020-02-18
N4719070,43.83107,-79.40532,16 The Carriage Way,Markham,Condo Townhouse,548800,617000,3 Bedroom,2 Bathroom,0 Garage,2478,$510/month,-,1200-1399 feet²,,6,2020-03-12
W4669944,43.74955,-79.75232,142 Willow Park Dr,Brampton,Semi-Detached,719900,725000,4 Bedroom,3 Bathroom,1 Garage,4097,,-,1500-2000 feet²,22.31 x 109.71 feet,7,2020-01-16
W4669674,43.69828,-79.54796,Unit 306 - 2010 Islington Ave,Etobicoke,Condo Apt,1029000,1015000,2+1 Bedroom,3 Bathroom,2 Garage,3091,$2101/month,31-50,2500-2749 feet²,,39,2020-01-16
W4677241,43.65235,-79.75879,186 Torrance Woods Rd,Brampton,Detached,799900,785000,3+2 Bedroom,4 Bathroom,2 Garage,4650,,-,2000-2500 feet²,30.98 x 108.99 feet,3,2020-01-27
W4701448,43.5127,-79.63103,Unit 1402 - 1055 Southdown Rd,Mississauga,Condo Apt,849900,909000,2+1 Bedroom,2 Bathroom,1 Garage,4766,$886/month,0-5,1400-1599 feet²,,4,2020-02-25
W4700430,43.73061,-79.47189,21 Murray Rd,North York,Detached,824900,810000,2+1 Bedroom,1 Bathroom,0 Garage,3191,,51-99,1300 feet²,44.59 x 137.09 feet,5,2020-02-24
W4709377,43.69465,-79.84,17 Hollingsworth Circ,Brampton,Semi-Detached,719900,766000,3 Bedroom,3 Bathroom,1 Garage,3964,,6-15,1500-2000 feet²,25.98 x 85.30 feet,3,2020-03-04
C4666415,43.7195,-79.33768,Unit Uph107 - 797 Don Mills Rd,Toronto,Condo Apt,445000,450000,1+1 Bedroom,1 Bathroom,1 Garage,1497,$505/month,-,600-699 feet²,,8,2020-01-13
N4697464,43.8523799,-79.33931,Unit 217 - 50 Clegg Rd,Markham,Condo Apt,648800,650800,2+1 Bedroom,2 Bathroom,1 Garage,2657,$517/month,-,1000-1199 feet²,,1,2020-02-20
N4643592,43.78431,-79.60353,49 North Ridge Rd,Vaughan,Detached,1169000,1155000,4 Bedroom,4 Bathroom,1 Garage,5350,,-,2250 feet²,54 x 121.00 feet,13,2019-11-27
E4704896,43.7685,-79.3085,150 Crocus Dr,Scarborough,Detached,769900,960000,3+2 Bedroom,2 Bathroom,1 Garage,3393,,-,1300 feet²,40.15 x 109.67 feet,6,2020-02-28
C4679142,43.71609,-79.36546,321 Laird Dr,Toronto,Detached,1389000,1390000,2 Bedroom,2 Bathroom,1 Garage,5513,,-,1300 feet²,31 x 110.00 feet,5,2020-01-30
E4652235,43.69559,-79.26916,151 Eastwood Ave,Scarborough,Detached,899000,940000,3+1 Bedroom,3 Bathroom,0 Garage,3207,,-,1300 feet²,25 x 129.62 feet,6,2019-12-12
W4709408,43.60933,-79.55752,Unit 1702 - 215 Sherway Gardens Rd,Etobicoke,Condo Apt,654900,650000,2 Bedroom,2 Bathroom,1 Garage,2500,$576/month,-,900-999 feet²,,9,2020-03-04
W4678048,43.67278,-79.74,9 Pine Ridge Lane,Brampton,Detached,1149000,1135000,4 Bedroom,4 Bathroom,2 Garage,8477,,-,3000-3500 feet²,57.12 x 125.70 feet,6,2020-01-28
W4763208,43.64976,-79.73385,36 Elmstead Crt,Brampton,Detached,839000,903000,4+2 Bedroom,4 Bathroom,2 Garage,6100,,-,2000-2500 feet²,21.55 x 133.84 feet,10,2020-05-16
N4764991,43.96329,-79.23529,110 Byers Pond Way,Whitchurch-Stouffville,Detached,945000,970000,3+2 Bedroom,4 Bathroom,1 Garage,4585,,6-15,2000-2500 feet²,34.12 x 85.30 feet,1,2020-05-20
E4766746,43.70807,-79.31044,Unit 303 - 955 O'connor Dr,Toronto,Condo Apt,549000,542000,2+1 Bedroom,2 Bathroom,1 Garage,1564,$625/month,16-30,1000-1199 feet²,,7,2020-05-21
E4649888,43.88408,-79.00804,515 Rossland Rd E,Ajax,Semi-Detached,695900,675000,4 Bedroom,5 Bathroom,1 Garage,4266,,6-15,2000-2500 feet²,24.11 x 66.17 feet,44,2019-12-07
C4687282,43.64602,-79.39407,Unit 413 - 8 Charlotte St,Toronto,Condo Apt,619900,650000,1 Bedroom,1 Bathroom,0 Garage,2097,$393/month,-,500-599 feet²,,4,2020-02-07
W4710825,43.64058,-79.43087,51 Elm Grove Ave,Toronto,Freehold Townhouse,1298000,1600000,3+1 Bedroom,3 Bathroom,0 Garage,4651,,100+,1500-2000 feet²,15.49 x 171.00 feet,5,2020-03-05
W4684208,43.58278,-79.77629,Unit 103 - 6950 Tenth Line,Mississauga,Condo Townhouse,460000,498000,2 Bedroom,1 Bathroom,0 Garage,2110,$291/month,-,900-999 feet²,,7,2020-02-05
E4653939,43.67474,-79.30386,283 Kenilworth Ave,Toronto,Detached,2095000,2165000,3 Bedroom,4 Bathroom,1 Garage,9700,,6-15,2500-3000 feet²,22.17 x 105.00 feet,61,2019-12-16
C4695412,43.75773,-79.40315,Unit 1505 - 120 Harrison Garden Blvd,North York,Condo Apt,589000,625000,1+1 Bedroom,1 Bathroom,1 Garage,2158,$517/month,New,600-699 feet²,,7,2020-02-18
C4735306,43.76741,-79.4112,Unit 1006 - 21 Hillcrest Ave,North York,Condo Apt,689000,680000,2 Bedroom,2 Bathroom,1 Garage,2747,$822/month,-,900-999 feet²,,20,2020-04-01
